config_id,fetchWidth,decodeWidth,MemDispatchWidth,MemIssueWidth,MemNumEntries,IntDispatchWidth,IntIssueWidth,IntNumEntries,FpDispatchWidth,FpIssueWidth,FpNumEntries,maxBrCount,numFetchBufferEntries,numRasEntries,numRobEntries,numIntPhysRegisters,numFpPhysRegisters,numLdqEntries,numStqEntries,numDCacheBanks,ICacheWay,ICacheFetchBytes,ICacheTLB,DCacheWay,DCacheMSHR,DCacheTLB,ipc_Dhrystone,ipc_median,ipc_mm,ipc_multiply,ipc_qsort,ipc_rsort,ipc_spmv,ipc_towers,ipc_vvadd,avg_ipc,power_w,area_um2,runtime_s
3902,8,4,4,1,32,4,1,64,4,1,16,12,16,24,64,48,48,8,8,2,4,16,8,4,8,8,1.2554666738611377,0.6631711409395973,0.9456658411125929,0.7823569372108822,0.5620798806610939,1.1729043659328466,0.7956796094145825,0.7561595619867032,0.8367346938775511,0.8633576338885541,0.459524,1467685.329399,6508
3903,8,1,1,1,16,1,1,16,1,1,32,12,20,32,130,64,64,8,8,2,2,16,16,2,4,16,0.9368167817526624,0.559316037735849,0.7520681191479046,0.7735239557346638,0.4927162403521082,0.7671255583082085,0.6845922168502814,0.6862466725820763,0.6662226957911561,0.7020698086949899,0.43658800000000003,1278650.47602,4444
3904,4,2,2,1,64,2,1,16,2,1,64,16,8,32,32,112,112,8,8,2,8,8,8,8,4,8,1.2387068437724598,0.611921042446136,0.9491739329967875,0.7827874158467115,0.5350149999350652,1.353448889099661,0.8913828689370485,0.7368521341463414,0.8769284712482468,0.8862462887142731,0.33211799999999997,1279102.74724,4922
3905,8,2,2,1,16,2,2,16,2,1,64,12,24,24,130,112,112,24,24,2,4,16,8,4,8,8,1.7221764754864317,0.7064343163538874,1.45412467775955,1.2323566878980892,0.5842484695204103,1.6435228287055255,1.1718220051553385,0.8543968183826779,1.0296418279127213,1.1554137896860703,0.491955,1555294.472239,6477
3906,8,1,1,1,32,1,1,64,1,1,16,20,32,16,64,48,48,8,8,1,8,16,16,8,4,16,0.9366942098853652,0.5602409638554217,0.8898888490498387,0.7754585096832115,0.497840886203424,0.989300302156694,0.7272153230898758,0.6751047486033519,0.6605916534601162,0.7458150495541443,0.47759300000000005,1579881.109523,5145
3907,8,5,5,2,32,5,3,16,5,5,16,20,40,16,130,96,96,24,24,2,4,16,32,4,4,32,1.9400085463849834,0.740977972191845,2.3383267382702093,1.4578937850382783,0.613092373860891,2.0751220930937118,1.2829558113627924,1.0804694048616932,1.0902353966870095,1.4021202357501574,0.517019,1843339.539794,11226
3908,4,4,4,1,16,4,2,32,4,3,32,8,32,16,96,96,96,8,8,1,8,8,8,8,8,8,1.4559320443026094,0.6478623138915449,1.4263793103448277,1.0921201174079929,0.5503509021926934,1.7107960676177916,1.0272648886510272,0.7839043178593148,1.0283717105263157,1.0803312969771242,0.331966,1295238.742945,6672
3909,4,3,3,1,16,3,2,64,3,3,32,12,24,24,96,112,112,16,16,1,4,8,16,4,4,16,1.5406606686145161,0.6537560303239145,1.5935152487961477,1.0776668746101061,0.5492331826807276,1.554862435303732,0.9957920221351164,0.8467265163126779,0.9920666402221341,1.089364402111008,0.344961,1219270.970552,8565
3910,8,5,5,1,16,5,1,64,5,3,64,16,20,32,130,48,48,32,32,1,4,16,16,4,2,16,1.2246646182997678,0.6334980633097369,1.033091908091908,0.785788550263175,0.5613726692557516,1.072523769557429,0.7888127853881278,0.7834278768233387,0.7721518987341772,0.850592459969268,0.49375,1629534.394222,11422
3911,8,5,5,1,16,5,3,16,5,4,32,20,20,16,130,96,96,8,8,1,8,16,8,8,8,8,1.7139779005524862,0.7305914972273567,1.5505091522458925,1.4571910586250527,0.607866572232387,1.745054877862362,1.1146599561233708,0.8093344495604856,1.0229038854805725,1.1946765944344406,0.5240560000000001,1871285.256569,9858
3912,4,4,4,1,16,4,2,16,4,1,64,8,32,24,64,64,64,24,24,1,2,8,32,2,8,32,1.5548947047472663,0.6516900247320693,1.0902262244673842,1.0864779874213837,0.5495702209593433,0.975525969475825,0.9416991468832621,0.8435863874345549,0.9693798449612403,0.9625611678980365,0.299435,947213.963167,5700
3913,4,2,2,2,32,2,1,32,2,2,16,8,20,24,64,112,112,32,32,2,4,8,16,4,2,16,1.2533363857952786,0.6294625082946251,1.5802241181713994,0.7802116265565521,0.5361615916219464,1.282520446987627,0.9385016569783234,0.9253409906676239,0.8674991328477281,0.9770287175467893,0.326826,1164615.503434,6308
3914,8,2,2,1,32,2,2,64,2,1,32,8,40,32,32,96,96,8,8,1,4,16,16,4,8,16,1.4322053460135729,0.7037091988130564,0.9667354808553733,1.2351889683350357,0.5848733371508076,1.4933676361575023,0.9062532787745252,0.7723187537447573,0.9956210191082803,1.0100303354392124,0.46422599999999997,1467447.15586,6396
3915,8,5,5,1,64,5,5,16,5,2,32,16,40,16,130,64,64,24,24,1,8,16,16,8,2,16,2.0119546889186735,0.7303664921465969,1.849541694612117,1.49984496124031,0.608396221306593,1.8128758363682562,1.2592484601086125,0.8579986687375194,1.0229038854805725,1.29479232321325,0.511749,1817168.929763,13571
3916,4,3,3,2,16,3,1,64,3,2,32,20,24,24,96,64,64,24,24,2,4,8,16,4,2,16,1.273347927213025,0.6244075829383886,1.5948464207685387,0.7805389704695821,0.5361034476775458,1.2883680686178618,0.9535506306405763,0.950589970501475,0.8831214689265536,0.9872082764170607,0.346623,1206539.713186,8446
3917,8,5,5,1,64,5,4,16,5,1,16,8,40,32,130,112,112,16,16,2,8,16,32,8,4,32,1.9875920982381206,0.7276772015955815,1.4417915650052282,1.4991012210996095,0.6089057934955584,1.8160867121297288,1.385158160606182,0.868013468013468,1.0258408531583265,1.262240785926867,0.5021410000000001,1843912.076739,10767
3918,8,5,5,1,64,5,4,16,5,4,16,16,40,16,130,64,64,32,32,1,8,16,32,8,2,32,1.9959895341854679,0.7270079705702023,1.9447578749412318,1.5058215553203411,0.6050898658010565,1.7993695161036096,1.273967551622419,0.854585635359116,1.0229038854805725,1.3032770432648908,0.519473,1877290.585327,12843
3919,8,1,1,1,32,1,1,32,1,1,16,20,32,16,130,64,64,8,8,1,2,16,16,2,4,16,0.9367507775306231,0.5564289066166119,0.7533922229305163,0.7769033087054289,0.4931487718066174,0.7666344319982809,0.6850401506890057,0.6711211384935786,0.661990471148756,0.7001566866577131,0.453738,1308853.96146,4958
3920,8,5,5,1,16,5,3,16,5,1,16,12,40,24,130,112,112,16,16,1,2,16,32,2,4,32,1.964828204992875,0.7294678560442941,1.1647737938802327,1.454212013709338,0.602071387859095,1.000321295463308,1.1465834799057513,0.8555309734513274,1.0028067361668003,1.1022884157192243,0.466851,1445809.909692,7414
3921,8,3,3,1,64,3,1,64,3,1,32,12,24,24,96,96,96,24,24,2,8,16,8,8,8,8,1.2614992578937738,0.6690647482014388,1.4502161972653969,0.781421647819063,0.5717715856045079,1.4836761571386488,1.1364757738232294,0.830184628595964,0.8868794326241135,1.007909936551793,0.535927,1844031.795435,8727
3922,8,3,3,1,64,3,3,64,3,3,16,8,24,16,96,96,96,32,32,2,2,16,32,2,8,32,1.9241257403942567,0.7197268588770865,1.4750386306905978,1.467714528462192,0.5989928657283549,1.0701777411129443,1.1550548274939823,0.8465411558669002,1.024580090126997,1.1424391598614791,0.5082289999999999,1650599.380159,10428
3923,8,4,4,2,32,4,3,32,4,4,64,8,32,32,96,48,48,32,32,2,8,16,16,8,2,16,1.5503489863570488,0.7376360808709176,1.1346865999177067,1.244852789787935,0.6030908718269034,1.4221633473414945,0.9325487867418824,0.9244561319627062,0.7757444168734491,1.0361697790755602,0.508231,1893712.653823,10777
3924,4,1,1,1,64,1,1,32,1,1,64,20,32,16,32,112,112,16,16,1,4,8,32,4,2,32,0.9912134960700364,0.565922920892495,0.9633583045452782,0.7760308037862987,0.4897581504832631,0.9798689594003033,0.7899851377615182,0.7253798536859877,0.6653365256717212,0.7718726835885447,0.33469099999999996,1065790.251141,4810
3925,8,1,1,1,64,1,1,16,1,1,64,8,16,16,96,112,112,24,24,1,8,16,8,8,8,8,0.9915514265624001,0.5680239520958084,0.9641816557243308,0.7758067620452942,0.4923903776125706,0.9920284103746532,0.8232855168469714,0.7279743975903614,0.668359166221272,0.7781779627859624,0.506603,1661751.640984,6251
3926,8,5,5,2,16,5,1,16,5,5,64,16,40,16,130,112,112,24,24,2,8,16,16,8,8,16,1.3463967189636092,0.6829373650107992,2.3431835347432024,0.7817500080809386,0.570280920651913,1.3924311050033746,1.1569888152166634,0.9807253360385493,0.8815650334860768,1.1262509819105697,0.565563,2107955.994487,13102
3927,8,3,3,2,32,3,2,32,3,1,16,16,24,32,96,64,64,32,32,2,2,16,32,2,8,32,1.89615549171811,0.7392456359102244,1.1765347238682151,1.20925,0.6016112544419023,1.0141488202406899,1.0904901682290187,1.0406350914962326,1.0183224755700326,1.0873770734971584,0.492615,1512245.753539,7790
3928,8,5,5,1,64,5,3,16,5,4,16,16,40,32,130,64,64,16,16,2,8,16,8,8,2,8,1.9687351264450486,0.7293556819929263,1.9376219845421188,1.4537749459004567,0.6084231772756363,1.8067548746518105,1.2836708155303733,0.8470974808324206,1.030490317264112,1.2962138227149893,0.501069,1874583.332621,9444
3929,4,4,4,2,64,4,2,32,4,3,16,16,40,32,96,64,64,24,24,2,4,8,32,4,2,32,1.5645661547772147,0.6723844627161893,1.6165570246857293,1.0782434239857335,0.5474401793070456,1.6251020214482301,0.9956772334293948,0.9874872318692544,1.09741114523914,1.1316520974953255,0.35056,1251242.226856,10402
3930,8,1,1,1,64,1,1,64,1,1,16,16,32,16,64,48,48,32,32,1,2,16,32,2,4,32,0.9915355809233621,0.5578687367678193,0.8237031628555308,0.7754087848669445,0.49267302893316434,0.7721169107567997,0.705692518229539,0.7266065388951521,0.6605916534601162,0.7229107684098254,0.46866199999999997,1370950.031736,5893
3931,4,4,4,1,32,4,1,64,4,2,16,8,32,24,32,48,48,16,16,2,4,8,32,4,8,32,1.3056360256725004,0.6278792692613185,1.085220813292523,0.7801361246411406,0.5312160169866711,1.1680878059428634,0.8044237485448196,0.7992972302604382,0.8240527182866557,0.8806610836543257,0.30473700000000004,1073499.741112,5844
3932,4,1,1,1,16,1,1,64,1,1,16,8,16,24,96,112,112,16,16,2,2,8,16,2,2,16,0.9911923830621113,0.5533776688834442,0.8434664401019542,0.778704359585292,0.48972709945594245,0.7746282632986062,0.7601425679838071,0.7195757350204689,0.6637473460721869,0.7305068737182014,0.300486,928060.690736,4039
3933,8,5,5,1,64,5,5,16,5,1,32,20,20,24,130,64,64,16,16,2,8,16,16,8,4,16,2.011389423180826,0.74109375,1.4349560592044404,1.4965965346534653,0.6069292343957178,1.8025326848986294,1.272606725846256,0.865294249272768,1.0187372708757638,1.250015103591985,0.502647,1842328.004622,8963
3934,8,2,2,2,64,2,1,64,2,1,16,20,20,16,32,48,48,8,8,2,4,16,16,4,2,16,1.2460370588550314,0.6358761228046655,0.9510652973635806,0.7794823863086989,0.5687613612830484,1.239967269620125,0.7995649255976488,0.7666534496431404,0.7798565637667602,0.8630293816936333,0.46017,1475634.082186,6048
3935,8,3,3,1,16,3,2,32,3,3,64,16,24,16,96,48,48,8,8,1,8,16,16,8,4,16,1.4928181315112,0.7248968363136176,1.1193343255310513,1.1816582791811208,0.5878612029395677,1.3971687336814622,0.877393468434151,0.7974840173231594,0.8678001387925052,1.0051572370786481,0.505526,1726031.889057,12796
3936,8,5,5,1,16,5,4,16,5,5,64,12,40,32,130,96,96,16,16,2,4,16,16,4,8,16,1.988590109291369,0.7336426914153132,2.389889263360616,1.5195400854486052,0.6075139848796169,1.629106373262551,1.262469397449483,0.8589515770768548,1.0254202542025421,1.3350137484874391,0.504957,1806003.052302,10763
3937,8,1,1,1,16,1,1,16,1,1,16,12,16,16,128,64,64,32,32,2,2,16,16,2,2,16,0.9914669223394056,0.5669376045900072,0.8691952090775373,0.7734744787002686,0.4967842815683059,0.7958404015522971,0.7974426441397775,0.7316934720908231,0.6649827173624037,0.7430908590467584,0.44133300000000003,1316279.396053,4857
3938,8,5,5,2,32,5,5,64,5,5,32,8,40,24,130,48,48,16,16,2,4,16,32,4,4,32,1.397537352654103,0.7616829934157701,1.0907053394858273,1.2426141910291322,0.6019804777305849,1.205266269690443,0.8342589462500604,0.935866408518877,0.7975127551020408,0.9852694148752043,0.49800599999999995,1781697.990223,15770
3939,4,3,3,2,32,3,1,16,3,3,16,20,24,16,96,112,112,8,8,2,8,8,32,8,8,32,1.162592282612769,0.6334980633097369,1.3677394467100188,0.7810935632852114,0.5406626769559207,1.3798085445842936,0.9266709580517112,0.7869352869352869,0.8729493891797556,0.9391055790694117,0.37906799999999996,1478532.622391,7801
3940,4,4,4,1,64,4,4,64,4,3,16,20,24,32,64,96,96,32,32,2,2,8,32,2,2,32,1.6096751039892077,0.6546583850931676,1.1447878228782289,1.0958314454009968,0.5490428655835876,0.9275457307990228,0.9254051158430427,0.8423001524722282,0.9881469774792572,0.9708215110598599,0.365831,1298389.288904,13159
3941,8,3,3,2,64,3,1,64,3,1,16,8,24,32,96,112,112,8,8,2,2,16,32,2,4,32,1.1399717055664091,0.6705782553371978,0.8643819872531606,0.7755579784504875,0.5699968638158137,0.8638603996508982,0.8590253605171556,0.7940451745379877,0.8714285714285714,0.8232051440619647,0.47849200000000003,1486574.010646,8688
3942,4,2,2,1,32,2,2,32,2,2,16,8,20,16,130,48,48,24,24,2,8,8,32,8,2,32,1.4600547506804615,0.6672763083849184,1.2225506132702824,1.082684215238607,0.5447809221546328,1.4084654169785404,0.8988734812810573,0.84340239912759,0.9328608728086535,1.006772108880527,0.310342,1244018.804003,4926
3943,8,1,1,1,64,1,1,16,1,1,32,12,16,24,130,64,64,16,16,2,8,16,16,8,2,16,0.9915567085546257,0.5691827673106924,0.964069297700435,0.7737714358843102,0.49349534411985496,0.9916951891168755,0.819711025172602,0.7286602600339175,0.6688954265846483,0.7778930504975512,0.476158,1631490.697272,5388
3944,8,3,3,1,64,3,3,16,3,2,64,12,24,24,96,48,48,32,32,2,4,16,32,4,4,32,1.6375008797241186,0.7195084951456311,1.200958095422433,1.2601604835348061,0.5899067329813943,1.3474210174292796,0.845321980818164,0.843770456033166,0.9259533506108849,1.0411668324110976,0.483733,1601436.781314,8605
3945,8,1,1,1,16,1,1,32,1,1,32,16,16,32,96,64,64,24,24,1,4,16,8,4,4,8,0.9916200968510104,0.5532485710952992,0.9641067474653304,0.7749863812606146,0.495324855417196,0.9840641342451584,0.815839807315403,0.7297603321381393,0.6639235465887975,0.7747638302641053,0.463836,1411773.14477,5224
3946,8,3,3,2,16,3,2,64,3,3,32,12,24,16,96,64,64,24,24,2,2,16,32,2,4,32,1.9327567051200847,0.767351561236046,1.3443288917777056,1.2207248132444983,0.5982505905588041,0.998687755887602,1.0890808220905308,1.060032894736842,0.9444864048338368,1.106188937720661,0.483113,1545152.24941,9246
3947,4,2,2,1,16,2,1,16,2,2,32,12,20,32,64,64,64,16,16,2,8,8,16,8,2,16,1.255018035937026,0.6334980633097369,1.5508967068674624,0.7801612903225806,0.5394661603265021,1.3571819197755428,1.0062032210152314,0.8255764304013663,0.8708217270194986,0.9798692838861052,0.307608,1224149.399056,4392
3948,8,1,1,1,64,1,1,64,1,1,64,8,40,16,96,64,64,24,24,2,8,16,16,8,8,16,0.99152501744536,0.5492125984251969,0.9641816557243308,0.7791057277237291,0.4952573684105071,0.99176411307838,0.8208210586334695,0.7205142537730576,0.6678237650200267,0.7755783953593398,0.50977,1730899.163846,6634
3949,4,2,2,2,64,2,2,16,2,2,32,8,16,16,64,112,112,32,32,2,4,8,16,4,4,16,1.471318699559722,0.6705782553371978,1.5743101807802093,1.07728285077951,0.549912566798521,1.5645940883548815,0.9919609532012633,0.9600297914597815,0.9276706231454006,1.087517556601832,0.33394799999999997,1219241.206467,6829
3950,8,4,4,2,16,4,2,64,4,4,16,12,32,32,64,48,48,8,8,2,4,16,32,4,4,32,1.3423187590593428,0.7532158170557408,1.0930591033207082,1.1271905294556301,0.5954432014183987,1.1805703018352798,0.829571648098348,0.8178934010152284,0.7798565637667602,0.9465688138917153,0.465669,1591574.576148,8409
3951,4,4,4,1,16,4,1,32,4,2,64,16,32,24,128,112,112,32,32,2,2,8,32,2,8,32,1.3485133881998377,0.6198379508625196,1.1700452574014708,0.7804885919901894,0.5350404779427681,0.9085106721632419,0.8958203692180046,0.8112020138451856,0.864500518492914,0.8815510266795701,0.36814199999999997,1203406.874309,8410
3952,8,1,1,1,32,1,1,32,1,1,16,16,16,16,96,96,96,32,32,2,8,16,16,8,8,16,0.9915567085546257,0.5651137852972715,0.9641816557243308,0.7758067620452942,0.4967543299047803,0.9918273017932441,0.8196915776986952,0.7312783661119516,0.668359166221272,0.7782855170390517,0.5182960000000001,1754243.603088,6053
3953,4,4,4,1,64,4,4,16,4,3,64,12,20,24,128,64,64,24,24,2,4,8,8,4,2,8,1.5998796682281147,0.6708628005657709,1.6084899546338303,1.1050948137994059,0.5495848841811302,1.56974313844123,1.00034744339568,0.8593333333333333,1.0229038854805725,1.1095822135621187,0.337428,1256037.529739,9357
3954,8,3,3,2,16,3,1,32,3,2,32,16,24,32,96,48,48,24,24,2,2,16,16,2,4,16,1.330840453294248,0.6508851379168382,0.9359303114865375,0.7768284457007034,0.5674790849733224,0.8372997051503343,0.7799449185064788,0.9159166271909048,0.7458991947509693,0.8378915421078151,0.476279,1458039.714439,9684
3955,8,5,5,2,16,5,1,64,5,2,16,8,40,24,130,112,112,32,32,2,2,16,32,2,8,32,1.3214303462278416,0.6708628005657709,1.4543803105772048,0.7832183684704815,0.571184944517107,0.9864848516271755,1.0445956160241874,1.022204599524187,0.8741698706745893,0.9698368564676161,0.511657,1613987.962929,13362
3956,8,4,4,2,16,4,2,64,4,3,16,12,16,32,64,112,112,16,16,2,8,16,8,8,8,8,1.9754629875298488,0.7552547770700637,2.2157843049727703,1.2162433995473976,0.6068338718072099,2.3929819167668187,1.3429993003187437,1.0189723320158102,1.0738514383855733,1.3998204809349148,0.524605,1932092.420424,10234
3957,8,4,4,1,64,4,1,32,4,2,16,8,24,32,32,48,48,8,8,2,4,16,16,4,8,16,1.2513815497559597,0.6638208537438768,1.0492517121839857,0.7842596796160581,0.5632017863652935,1.1626313788327314,0.7908531141987319,0.7543893874365978,0.8370147255689424,0.8729782430780197,0.449613,1467114.969096,6959
3958,8,1,1,1,16,1,1,16,1,1,16,8,40,32,64,96,96,16,16,1,2,16,8,2,2,8,0.9912821195579816,0.5548666354702855,0.8482808120855835,0.7768284457007034,0.4950867480401072,0.7899442268569136,0.7912515744875759,0.7308637308637309,0.6630434782608695,0.7379386412581945,0.434585,1279219.34293,4603
3959,8,2,2,2,64,2,1,32,2,1,16,12,24,32,130,64,64,8,8,2,4,16,32,4,8,32,1.1169799092676604,0.6582014987510408,0.9535133889123669,0.779080630093741,0.5664802676811661,1.2820307411261764,0.8656978200952142,0.7738643185911547,0.8738644304682041,0.8744125561096361,0.476943,1513593.178084,6551
3960,4,3,3,1,32,3,1,64,3,2,64,16,24,32,96,112,112,24,24,2,2,8,16,2,2,16,1.3280204334983805,0.6242432219005001,1.127367703838292,0.7838783910802839,0.5316913678504592,0.8750645169532667,0.8836769144201749,0.8390106313733998,0.8671983356449375,0.8733501685066327,0.349053,1138428.025603,7699
3961,4,2,2,1,16,2,1,32,2,1,32,8,8,16,96,48,48,24,24,2,4,8,32,4,4,32,1.31948195563873,0.6217881489250131,1.1183255981615825,0.7798342630509786,0.5309056699414492,1.2388817745751308,0.8362985016822791,0.8222411226876462,0.8633068691750087,0.9034515448708684,0.29518700000000003,1004735.2147,4218
3962,8,5,5,2,32,5,5,32,5,2,32,8,20,16,130,112,112,24,24,2,2,16,32,2,4,32,1.9395436073773054,0.7442334850149066,1.6063037991068538,1.5171570164983377,0.6048351971027969,1.0839294078922381,1.1792613830295584,1.0957778407480874,1.0850325379609544,1.2062304749701154,0.478077,1628135.74569,10326
3963,8,5,5,2,16,5,1,32,5,4,16,16,20,16,130,64,64,32,32,2,2,16,8,2,2,8,1.328864235077424,0.6593910746559155,1.2882948351933559,0.7836751887495544,0.5723832901074472,0.8588818891318741,0.9592692339728461,0.952932479053721,0.8711250435388367,0.9194241410534416,0.47255,1551654.923526,9534
3964,8,1,1,1,32,1,1,32,1,1,16,20,16,24,96,112,112,24,24,1,2,16,8,2,4,8,0.9916200968510104,0.5520251396648045,0.9001196822979001,0.7760806084138241,0.4930110658124636,0.8432080284422734,0.8084708084708084,0.7336368810472396,0.6649827173624037,0.7514616698180807,0.480677,1394199.315768,5723
3965,8,3,3,1,16,3,2,32,3,2,64,12,24,16,96,48,48,16,16,2,2,16,16,2,2,16,1.5880049481721623,0.7072770653146436,0.9190179960008887,1.176027230731826,0.5867727002967359,0.8314332326636045,0.7810380685414594,0.8393748643368787,0.8437921727395412,0.9191931420886377,0.44958499999999996,1398016.591061,7516
3966,8,5,5,1,32,5,5,64,5,1,64,20,40,32,130,96,96,8,8,2,4,16,16,4,4,16,1.790081070944289,0.7215883158375171,1.0311175737432487,1.5065719803152058,0.6084171868538685,1.5559361767859414,1.03232938926736,0.8051217988757027,1.0191524042379787,1.1189239885401236,0.5255489999999999,1784670.580642,19122
3967,8,5,5,1,32,5,1,16,5,3,32,12,40,16,130,96,96,32,32,2,4,16,16,4,4,16,1.3306787149168584,0.6653107027633609,2.3646150914634148,0.7871952608794714,0.5709553728171487,1.295591250595828,1.085965739431086,0.8352051835853131,0.8809439943642128,1.090717923424077,0.48850099999999996,1657317.006679,9041
3968,8,3,3,1,32,3,3,32,3,2,16,12,24,24,96,96,96,32,32,1,8,16,8,8,4,8,1.9322350596368845,0.7210398297354819,2.000241779497099,1.4748749847542384,0.6036210719623338,1.942806249219982,1.3799576626592642,0.8450611888111889,1.0262617972917523,1.3251221803964692,0.507555,1775966.023773,7941
3969,8,5,5,2,64,5,5,16,5,3,16,20,20,32,130,64,64,16,16,2,2,16,32,2,8,32,2.0182374116320423,0.7511878365536903,1.332993179010688,1.5086395109475392,0.6043560541230434,0.9992472252372115,1.0877436010452413,1.040915208613728,1.0275267050123253,1.1523163035750565,0.500677,1663122.58615,12383
3970,8,5,5,2,32,5,4,16,5,4,16,16,40,16,130,64,64,16,16,2,8,16,8,8,8,8,2.0118242147813494,0.7679727979274611,1.9666402535657685,1.4955785047306906,0.6130345929107847,2.117749635162878,1.2830034535259385,1.0542529989094875,1.010096930533118,1.3689059313386083,0.51971,1935856.628541,9369
3971,8,5,5,2,32,5,5,64,5,1,32,8,20,24,130,96,96,32,32,2,8,16,8,8,4,8,1.9692350010050463,0.755977048135161,1.4985508996498007,1.5109014806022365,0.6119448804472151,2.5144195471498634,1.3965238480194018,1.0936085972850678,1.1170165252344797,1.3853530919475858,0.531683,1993818.47577,16929
3972,8,5,5,2,16,5,3,64,5,1,16,8,40,24,130,112,112,8,8,2,4,16,32,4,2,32,1.5858807892853493,0.7492890995260664,1.0325331780172236,1.4567521985302976,0.6112094716227177,1.6431916322809712,1.0284574626421386,0.8461706783369803,0.9807843137254902,1.1038076471074705,0.477334,1620817.159231,9524
3973,4,1,1,1,64,1,1,32,1,1,32,8,32,16,96,64,64,8,8,2,2,8,32,2,8,32,0.9364020525203742,0.5561679174484052,0.750430865056088,0.775607722403951,0.48799643051749597,0.7725523458048915,0.6840229657493566,0.680450466303009,0.6640998406797664,0.7008589562759264,0.301009,918706.955112,4389
3974,8,3,3,2,16,3,3,64,3,3,32,16,24,16,96,64,64,8,8,2,8,16,8,8,4,8,1.641732595983383,0.7715959004392386,1.3924483842010773,1.4407839866555463,0.6098673075120035,1.9086349298349254,1.0870591196551616,0.8341242450388265,1.007655116841257,1.1882112873512687,0.5185489999999999,1879373.283024,11114
3975,8,5,5,2,64,5,3,16,5,2,32,8,40,24,130,96,96,8,8,2,8,16,8,8,4,8,1.5804810949878156,0.7603398525168323,1.4099301255467818,1.4672693077716434,0.6113122619577583,1.909401099452504,1.1140130263751855,0.8485845951283739,0.9897111199050257,1.187893609293547,0.5058469999999999,1863469.797285,11405
3976,8,5,5,2,16,5,2,32,5,5,32,16,40,16,130,96,96,8,8,2,4,16,32,4,4,32,1.4251653803748623,0.756218112244898,1.4927823890292313,1.24089276552078,0.6055078683834049,1.6054321635836903,1.0306356829639352,0.8229410512875079,1.0338983050847457,1.1126081909414505,0.500892,1766572.949052,9870
3977,8,1,1,1,32,1,1,16,1,1,16,8,40,16,64,64,64,16,16,2,2,16,32,2,8,32,0.9911923830621113,0.5449844881075491,0.8683740946782827,0.7757072294566681,0.49253166272128035,0.8231083893730442,0.8051548553983827,0.7237507018528916,0.6644527098831031,0.7432507238370348,0.44332900000000003,1312778.577716,4888
3978,4,1,1,1,16,1,1,32,1,1,32,8,24,24,64,64,64,16,16,2,8,8,16,8,4,16,0.9912293314162473,0.5724112961622013,0.9633583045452782,0.7763297274740796,0.49027106151545324,0.991075304290452,0.8139178779240972,0.7223986549598356,0.668359166221272,0.7765945249454352,0.300175,1170144.075368,3621
3979,8,2,2,2,16,2,2,16,2,1,32,12,32,32,128,112,112,24,24,2,2,16,16,2,4,16,1.7907527129993073,0.7362620304253338,1.285026405716061,1.2122199388501829,0.5858575803255686,1.0247882940842037,1.1038691331991437,1.0370072405470636,0.9520365435858393,1.080868875525856,0.480649,1471155.025301,7195
3980,4,2,2,2,16,2,2,64,2,1,32,16,16,16,64,48,48,24,24,2,4,8,8,4,4,8,1.418550949953131,0.672575155984118,1.1180737003333634,1.0696594427244581,0.548699165334754,1.2843288731549263,0.8500012301030826,0.9370002423067604,0.819194235178513,0.9686758883414563,0.318058,1111208.97676,5937
3981,8,1,1,1,16,1,1,64,1,1,64,16,24,24,32,48,48,32,32,2,2,16,32,2,4,32,0.9915355809233621,0.5579343606634514,0.8237031628555308,0.7758316491835884,0.4946092399308446,0.7769655885876076,0.7047856064624046,0.7305875684866805,0.6662226957911561,0.7246861614316251,0.46252699999999997,1365806.333555,5894
3982,8,5,5,1,64,5,5,64,5,3,16,12,40,24,130,112,112,16,16,1,4,16,16,4,2,16,2.0023881753049766,0.7232387923147301,2.024718551150269,1.5105240147398664,0.6047848809896649,1.7606469390692796,1.2430293218204713,0.8474687705456936,1.0321914981427982,1.305443438230861,0.5202519999999999,1820912.094031,23022
3983,4,3,3,1,64,3,2,32,3,1,64,16,24,24,96,96,96,16,16,2,4,8,16,4,4,16,1.5404821610348338,0.6537560303239145,1.3659328563566318,1.0776668746101061,0.5492331826807276,1.554862435303732,1.002379018219798,0.8467265163126779,0.9920666402221341,1.0647895238960619,0.357371,1204298.088862,8605
3984,8,1,1,1,32,1,1,16,1,1,64,16,40,24,130,64,64,8,8,2,2,16,16,2,4,16,0.9364632962212037,0.5563636363636364,0.746638187780151,0.7741925157655495,0.49232957148377277,0.7666584585077567,0.6853119111375583,0.6787783043707214,0.6630434782608695,0.6999754844323578,0.453024,1323586.27587,5153
3985,8,5,5,2,16,5,5,16,5,2,64,20,20,16,130,112,112,24,24,2,8,16,8,8,2,8,1.9826170314746765,0.755736137667304,2.3666444168971106,1.499194148276717,0.6135367385336358,2.471201997315746,1.3929204966940816,1.070894489061202,1.0964489259096888,1.4721327090922403,0.534566,2010401.586414,12695
3986,4,2,2,2,32,2,1,32,2,1,64,12,24,16,130,48,48,24,24,2,8,8,32,8,4,32,1.352010168875976,0.623996842520721,1.1095761802575108,0.7785790168367511,0.5337879861099114,1.3597252550919126,0.8976357495453364,0.9222513713331744,0.8028892455858748,0.9311613129063522,0.337902,1308584.228851,6284
